Admission Date,Company Name,ICB Industry,ICB Super-Sector,Country of Incorporation,World Region,Market,International Issuer,Company Market Cap (£m)
10/07/2006,GEIGER COUNTER LIMITED,Financials,Financial Services ,Jersey,Europe,ADMISSION TO TRADING ONLY ,No,49.78
30/11/2021,GELION PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,42.28
19/02/2007,GEM DIAMONDS LIMITED,Basic Materials,Basic Resources,British Virgin Islands,North America,MAIN MARKET ,Yes,36.52
14/02/2020,GEMFIELDS GROUP LIMITED,Basic Materials,Basic Resources,Guernsey,Europe,AIM ,No,215.43
04/04/2007,GENEDRIVE PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,25.91
22/06/2011,GENEL ENERGY PLC,Energy,Energy,Jersey,Europe,MAIN MARKET ,No,326.9
06/07/1990,GENERAL ACCIDENT PLC,Financials,Insurance,United Kingdom,Europe,MAIN MARKET ,No,116.05
01/10/1952,GENERAL ELECTRIC COMPANY,Industrials,Industrial Goods and Services,United States,North America,MAIN MARKET ,Yes,"92,587.41"
17/01/2022,GENFLOW BIOSCIENCES PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,4.83
22/07/2021,GENINCODE PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,16.29
05/11/2021,GENSOURCE POTASH CORPORATION,Basic Materials,Basic Resources,Canada,North America,AIM ,Yes,72.98
16/04/2014,GENUIT GROUP PLC,Industrials,Construction and Materials,United Kingdom,Europe,MAIN MARKET ,No,695.18
12/11/2007,GENUS PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,"1,890.36"
29/05/2018,GEORGIA CAPITAL PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,351.9
04/08/2017,GETBUSY PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,36.16
23/09/2005,GETECH GROUP PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,9.42
22/12/2014,GFINITY PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,AIM ,No,1.5
10/05/1988,GLANBIA PLC,Consumer Staples ,"Food, Beverage and Tobacco ",Ireland,Europe,MAIN MARKET ,Yes,"3,208.75"
11/05/2021,GLANTUS HOLDINGS PLC,Industrials,Industrial Goods and Services,Ireland,Europe,AIM ,Yes,3.45
24/05/2011,GLENCORE PLC,Basic Materials,Basic Resources,Jersey,Europe,MAIN MARKET ,No,"58,478.09"
10/10/2017,GLENVEAGH PROPERTIES PLC,Consumer Discretionary,Consumer Products and Services,Ireland,Europe,MAIN MARKET ,Yes,514.55
25/06/2009,GLOBALDATA PLC,Consumer Discretionary,Media,United Kingdom,Europe,AIM ,No,"1,443.31"
02/07/2014,GLOBAL INVACOM GROUP LIMITED,Telecommunications,Telecommunications,Singapore,Asia,AIM ,Yes,13.18
15/12/2003,GLOBAL OPPORTUNITIES TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,94.97
07/03/2005,GLOBAL PETROLEUM LIMITED,Energy,Energy,Australia,Pacific,AIM ,Yes,2.65
12/05/2017,GLOBAL PORTS HOLDING PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,88.27
29/06/2011,GLOBAL PORTS INVESTMENTS PLC,Industrials,Industrial Goods and Services,Cyprus,Europe,MAIN MARKET ,Yes,-
08/05/2008,GLOBALTRANS INVESTMENT PLC,Industrials,Industrial Goods and Services,Cyprus,Europe,MAIN MARKET ,Yes,-
25/07/2013,GLOBALWORTH REAL ESTATE INVESTMENTS LIMITED,Real Estate,Real Estate ,Guernsey,Europe,AIM ,No,606.51
16/06/2009,GOLDEN PROSPECT PRECIOUS METALS LIMITED,Financials,Financial Services ,Guernsey,Europe,ADMISSION TO TRADING ONLY ,No,28.09
31/10/2016,GOLDEN ROCK GLOBAL PLC,Financials,Financial Services ,Jersey,Europe,MAIN MARKET ,No,3.26
26/07/2006,GOLDPLAT PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,14.26
25/03/2004,GOLDSTONE RESOURCES LIMITED,Basic Materials,Basic Resources,Jersey,Europe,AIM ,No,12.71
12/12/1997,GOOCH & HOUSEGO PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,112.31
30/07/2012,GOOD ENERGY GROUP PLC,Utilities,Utilities,United Kingdom,Europe,AIM ,No,34.82
18/08/1958,GOODWIN PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,287.98
25/05/2018,GORE STREET ENERGY STORAGE FUND PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,485.25
11/08/2004,GRAFENIA PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM ,No,10.59
06/09/1974,GRAFTON GROUP PLC,Industrials,Industrial Goods and Services,Ireland,Europe,MAIN MARKET ,Yes,"1,931.99"
06/01/2022,GRAFT POLYMER (UK) PLC,Basic Materials,Chemicals,United Kingdom,Europe,MAIN MARKET ,No,8.46
21/02/1984,GRAINGER PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,"1,727.77"
22/05/2017,GRAND FORTUNE HIGH GRADE LIMITED,Financials,Financial Services ,Cayman Islands,North America,MAIN MARKET ,Yes,1.6
10/01/2017,GRAND VISION MEDIA HOLDINGS PLC,Consumer Discretionary,Media,United Kingdom,Europe,MAIN MARKET ,No,0.96
10/10/2018,GRAN TIERRA ENERGY INC.,Energy,Energy,United States,North America,MAIN MARKET ,Yes,258.46
05/03/2018,GRC INTERNATIONAL GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,15.1
28/05/2010,GREAT EASTERN ENERGY CORPORATION LIMITED,Energy,Energy,India,Asia,MAIN MARKET ,Yes,-
03/07/2006,GREATLAND GOLD PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,390.28
01/05/1959,GREAT PORTLAND ESTATES PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,"1,287.11"
20/12/2021,GREAT SOUTHERN COPPER PLC,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET ,No,2.67
18/08/2011,GREAT WESTERN MINING CORPORATION PLC,Basic Materials,Basic Resources,Ireland,Europe,AIM ,Yes,4.46
25/07/2017,GREENCOAT RENEWABLES PLC,Utilities,Utilities,Ireland,Europe,AIM ,Yes,"1,090.53"
27/03/2013,GREENCOAT UK WIND PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"3,635.03"
17/04/1991,GREENCORE GROUP PLC,Consumer Staples ,"Food, Beverage and Tobacco ",Ireland,Europe,MAIN MARKET ,Yes,406.63
28/09/2021,GREENROC MINING PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,4.43
03/09/2015,GREENX METALS LIMITED,Basic Materials,Basic Resources,Australia,Pacific,MAIN MARKET ,Yes,99.04
27/04/1984,GREGGS PLC,Consumer Staples ,"Personal Care, Drug and Grocery Stores ",United Kingdom,Europe,MAIN MARKET ,No,"2,832.83"
13/11/2018,GRESHAM HOUSE ENERGY STORAGE FUND PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,839
14/07/1950,GRESHAM HOUSE PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,294.71
10/01/2011,GRESHAM HOUSE RENEWABLE ENERGY VCT 1 PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,23.89
10/01/2011,GRESHAM HOUSE RENEWABLE ENERGY VCT 2 PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,24.21
27/02/1995,GRESHAM TECHNOLOGIES PLC,Technology,Technology,United Kingdom,Europe,MAIN MARKET ,No,129.65
30/06/1997,GRIFFIN MINING LIMITED,Basic Materials,Basic Resources,Bermuda,North America,AIM ,Yes,144.62
07/03/2014,GRIT INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,0.25
31/07/2018,GRIT REAL ESTATE INCOME GROUP LIMITED,Real Estate,Real Estate ,Guernsey,Europe,MAIN MARKET ,No,163.33
13/08/2012,GROUND RENTS INCOME FUND PLC,Real Estate,Real Estate ,United Kingdom,Europe,ADMISSION TO TRADING ONLY ,No,37.12
25/10/2007,GRUPO CLARIN S.A.,Consumer Discretionary,Media,Argentina,Latin America,MAIN MARKET ,Yes,-
13/05/2022,GS CHAIN PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,15.84
22/05/1972,GSK PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,"58,516.60"
22/11/2018,GSTECHNOLOGIES LTD,Technology,Technology,British Virgin Islands,North America,MAIN MARKET ,Yes,6.33
01/07/2021,GUARANTY TRUST HOLDING COMPANY PLC,Financials,Banks,Nigeria,Africa,MAIN MARKET ,Yes,-
02/10/2020,GUILD ESPORTS PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET ,No,5.06
31/07/2007,GULF INVESTMENT FUND PLC,Financials,Financial Services ,Isle of Man,Europe,MAIN MARKET ,No,63.5
08/09/2004,GULF KEYSTONE PETROLEUM LTD,Energy,Energy,Bermuda,North America,MAIN MARKET ,Yes,315.29
19/03/2014,GULF MARINE SERVICES PLC,Energy,Energy,United Kingdom,Europe,MAIN MARKET ,No,47.06
23/03/2006,GUNSYND PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,1.42
07/05/2008,GUSBOURNE PLC,Consumer Staples ,"Food, Beverage and Tobacco ",United Kingdom,Europe,AIM ,No,42.85
18/07/2022,HALEON PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,"29,735.33"
08/06/2004,HALFORDS GROUP PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,MAIN MARKET ,No,382.69
18/01/1972,HALMA PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,"8,462.29"
01/03/2022,HAMAK GOLD LIMITED,Basic Materials,Basic Resources,British Virgin Islands,North America,MAIN MARKET ,Yes,4.23
25/11/2021,HAMBRO PERKS ACQUISITION COMPANY LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,5.95
31/05/1945,HAMMERSON PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,"1,303.08"
10/11/2006,HANATOUR SERVICE INC.,Consumer Discretionary,Travel and Leisure,South Korea,Asia,MAIN MARKET ,Yes,-
29/08/2019,HANSA INVESTMENT COMPANY LIMITED,Financials,Financial Services ,Bermuda,North America,MAIN MARKET ,Yes,204.8
18/12/2006,HANSARD GLOBAL PLC,Financials,Insurance,Isle of Man,Europe,MAIN MARKET ,No,62.73
20/02/1973,HARBOUR ENERGY PLC,Energy,Energy,United Kingdom,Europe,MAIN MARKET ,No,"2,283.67"
12/05/2010,HARBOURVEST GLOBAL PRIVATE EQUITY LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,"1,621.64"
04/04/2005,HARDIDE PLC,Basic Materials,Chemicals,United Kingdom,Europe,AIM ,No,6.77
29/10/2004,HARGREAVE HALE AIM VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,165.35
18/05/2007,HARGREAVES LANSDOWN PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"3,791.70"
30/11/2005,HARGREAVES SERVICES PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,136.62
17/01/2008,HARLAND & WOLFF GROUP HOLDINGS PLC,Utilities,Utilities,United Kingdom,Europe,AIM ,No,26.48
09/11/2021,HARMONY ENERGY INCOME TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,260.63
07/09/2015,HARVEST MINERALS LIMITED,Basic Materials,Chemicals,Australia,Pacific,AIM ,Yes,12.3
30/12/1994,HARWORTH GROUP PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,350.53
08/12/2011,HAWKWING PLC,Consumer Discretionary,Media,United Kingdom,Europe,MAIN MARKET ,No,3.27
14/04/2014,HAYDALE GRAPHENE INDUSTRIES PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,13.24
26/10/1989,HAYS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,"1,777.78"
06/07/1988,HEADLAM GROUP PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,MAIN MARKET ,No,245.15
02/10/2000,HEATH (SAMUEL) & SONS PLC,Industrials,Construction and Materials,United Kingdom,Europe,AIM ,No,10.77
01/07/1996,HEAVITREE BREWERY PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,AIM ,No,8.61
22/08/2014,HEIQ PLC,Basic Materials,Chemicals,United Kingdom,Europe,MAIN MARKET ,No,39
04/07/1957,HELICAL PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,370.07
15/10/2019,HELIOS TOWERS PLC,Telecommunications,Telecommunications,United Kingdom,Europe,MAIN MARKET ,No,"1,096.72"
04/09/2007,HELIOS UNDERWRITING PLC,Financials,Insurance,United Kingdom,Europe,AIM ,No,125.64
04/12/2020,HELIUM ONE GLOBAL LTD,Basic Materials,Basic Resources,British Virgin Islands,North America,AIM ,Yes,52.5
05/12/2022,HELLENIC DYNAMICS PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,10.34
24/06/1997,HELLENIC TELECOMMUNICATIONS ORGANIZATION S.A.,Telecommunications,Telecommunications,Greece,Europe,MAIN MARKET ,Yes,-
30/06/1998,HELLENIQ ENERGY HOLDINGS SOCIETE ANONYME,Energy,Energy,Greece,Europe,MAIN MARKET ,Yes,-
09/11/2015,HEMOGENYX PHARMACEUTICALS PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,23.13
27/04/2017,HENDERSON DIVERSIFIED INCOME TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,123.99
08/12/1971,HENDERSON EUROPEAN FOCUS TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,338.3
06/07/1992,HENDERSON EUROTRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,287.06
18/12/2006,HENDERSON FAR EAST INCOME LIMITED,Financials,Financial Services ,Jersey,Europe,MAIN MARKET ,No,415.25
01/12/1989,HENDERSON HIGH INCOME TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,221.95
28/04/2011,HENDERSON INTERNATIONAL INCOME TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,343.45
16/10/1985,HENDERSON OPPORTUNITIES TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,81.16
29/03/1955,HENDERSON SMALLER COMPANIES INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,606.58
21/02/1994,HERALD INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"1,064.85"
04/02/2022,HERCULES SITE SERVICES PLC,Industrials,Construction and Materials,United Kingdom,Europe,AIM ,No,24.03
26/02/2008,HERMES PACIFIC INVESTMENTS PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,AIM ,No,2.8
13/12/1989,HG CAPITAL TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"1,570.01"
01/04/2019,HICL INFRASTRUCTURE PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"3,148.81"
16/04/1948,HIDONG ESTATE PLC,Consumer Staples ,"Food, Beverage and Tobacco ",United Kingdom,Europe,MAIN MARKET ,No,-
19/06/2008,HIGHBRIDGE TACTICAL CREDIT FUND LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,3.17
25/03/1973,HIGHCROFT INVESTMENTS PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,45.98
20/03/1995,HIGHWAY CAPITAL PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,1.78
04/11/2005,HIKMA PHARMACEUTICALS PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,"3,689.40"
26/03/1969,HILL & SMITH PLC,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET ,No,"1,074.72"
17/05/2007,HILTON FOOD GROUP PLC,Consumer Staples ,"Food, Beverage and Tobacco ",United Kingdom,Europe,MAIN MARKET ,No,619.36
11/07/2018,HIPGNOSIS SONGS FUND LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,979.46
02/02/2022,HIRO METAVERSE ACQUISITIONS I S.A.,Financials,Financial Services ,Luxembourg,Europe,MAIN MARKET ,Yes,122.6
12/12/2006,HISCOX LTD,Financials,Insurance,Bermuda,North America,MAIN MARKET ,Yes,"3,843.22"
14/02/2011,HMS HYDRAULIC  MACHINES & SYSTEMS GROUP PLC,Industrials,Industrial Goods and Services,Cyprus,Europe,MAIN MARKET ,Yes,-
08/11/2006,HOCHSCHILD MINING PLC,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET ,No,434.22
08/10/2001,HOLDERS TECHNOLOGY PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,3.21
21/09/2016,HOLLYWOOD BOWL GROUP PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET ,No,400.09
12/10/2020,HOME REIT PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,300.81
01/10/1990,HONG KONG LAND HOLDINGS LD,Real Estate,Real Estate ,Bermuda,North America,MAIN MARKET ,Yes,"40,039.42"
08/10/1999,HON HAI PRECISION INDUSTRY CO. LTD,Technology,Technology,Taiwan,Asia,MAIN MARKET ,Yes,-
07/12/2018,HONYE FINANCIAL SERVICES LIMITED,Financials,Financial Services ,Cayman Islands,North America,MAIN MARKET ,Yes,11.1
17/08/2010,HORIZONTE MINERALS PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,365.04
02/08/1996,HORNBY PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM ,No,41.61
28/10/2015,HOSTELWORLD GROUP PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET ,No,160.36
02/11/2021,HOSTMORE PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET ,No,15.94
10/05/2016,HOTEL CHOCOLAT GROUP PLC,Consumer Staples ,"Food, Beverage and Tobacco ",United Kingdom,Europe,AIM ,No,255.13
01/04/1972,HOWDEN JOINERY GROUP PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,MAIN MARKET ,No,"3,862.44"
08/04/1991,HSBC HOLDINGS PLC,Financials,Banks,United Kingdom,Europe,MAIN MARKET ,No,"109,782.12"
09/02/2015,HSS HIRE GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,81.07
08/05/2006,H&T GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,184.61
17/06/2019,"HUATAI SECURITIES CO., LTD.",Financials,Financial Services ,China,Asia,MAIN MARKET ,Yes,-
10/12/2010,HUMMINGBIRD RESOURCES PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,52.8
28/06/1985,HUNTING PLC,Energy,Energy,United Kingdom,Europe,MAIN MARKET ,No,389.26
04/02/2014,HURRICANE ENERGY PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,141.42
19/05/2006,HUTCHMED (CHINA) LIMITED,Health Care ,Health Care  ,Cayman Islands,North America,AIM ,Yes,"1,902.55"
14/12/2012,HVIVO PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,99.1
27/04/1950,HWANGE COLLIERY COMPANY LIMITED,Energy,Energy,Zimbabwe,Africa,MAIN MARKET ,Yes,-
30/07/2021,HYDROGENONE CAPITAL GROWTH PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,60.84
21/12/2022,HYDROGEN UTOPIA INTERNATIONAL PLC,Energy,Energy,United Kingdom,Europe,MAIN MARKET ,No,43.37
22/06/1995,HYUNDAI MOTOR COMPANY,Consumer Discretionary,Automobiles and Parts,South Korea,Asia,MAIN MARKET / ADMISSION TO TRADING ONLY ,Yes,-
17/03/1998,HYVE GROUP PLC,Consumer Discretionary,Media,United Kingdom,Europe,MAIN MARKET ,No,328.39
25/07/2017,I3 ENERGY PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,218.53
22/10/2015,IBSTOCK PLC,Industrials,Construction and Materials,United Kingdom,Europe,MAIN MARKET ,No,677.65
22/07/1981,ICG ENTERPRISE TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,675.83
05/02/2013,ICG-LONGBOW SENIOR SECURED UK PROPERTY DEBT INVESTMENTS LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,50.22
27/07/2016,ICONIC LABS PLC,Technology,Technology,United Kingdom,Europe,MAIN MARKET ,No,1.68
05/06/2007,IDOX PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,283.92
14/09/2010,IENERGIZER LIMITED,Industrials,Industrial Goods and Services,Guernsey,Europe,AIM ,No,619.82
31/12/2007,IGAS ENERGY PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,20.03
31/10/1995,IG DESIGN GROUP PLC,Consumer Staples ,"Personal Care, Drug and Grocery Stores ",United Kingdom,Europe,AIM ,No,189.7
04/05/2005,IG GROUP HOLDINGS PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"2,880.10"
15/09/2022,IKIGAI VENTURES LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,10.55
14/05/2010,ILIKA PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,64.73
25/04/2002,IMAGE SCAN HOLDINGS PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,2.46
01/06/2016,IMC EXPLORATION GROUP PLC,Basic Materials,Basic Resources,Ireland,Europe,MAIN MARKET ,Yes,1.57
09/03/1966,IMI PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,"4,000.79"
17/02/2006,IMMUPHARMA PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,7.19
07/03/2017,IMPACT HEALTHCARE REIT PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,382.05
19/06/2001,IMPAX ASSET MANAGEMENT GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,"1,058.12"
22/02/2002,IMPAX ENVIRONMENTAL MARKETS PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"1,300.25"
07/05/2008,IMPELLAM GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,283.22
01/10/1996,IMPERIAL BRANDS PLC,Consumer Staples ,"Food, Beverage and Tobacco ",United Kingdom,Europe,MAIN MARKET ,No,"17,261.27"
04/08/2017,INCE GROUP PLC (THE),Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,18.9
31/10/1958,INCHCAPE PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,"3,198.74"
15/11/2000,INCOME & GROWTH VCT (THE) PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,116.14
22/12/2005,INDIA CAPITAL GROWTH FUND LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,116.78
23/12/2014,INDIVIOR PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,"1,887.96"
22/05/2019,INDUCTION HEALTHCARE GROUP PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,19.84
06/06/2008,INDUS GAS LIMITED,Energy,Energy,Guernsey,Europe,AIM ,No,395.22
15/06/2018,INDUSTRIALS REIT LIMITED,Real Estate,Real Estate ,Guernsey,Europe,MAIN MARKET ,No,350.3
21/06/2018,I-NEXUS GLOBAL PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,1.33
30/05/2014,INFORMA PLC,Consumer Discretionary,Media,United Kingdom,Europe,MAIN MARKET ,No,"9,683.61"
03/03/2011,INFRASTRUCTURE INDIA PLC,Financials,Financial Services ,Isle of Man,Europe,AIM ,No,2.05
28/02/2007,INGENTA PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,17.88
03/04/2007,INLAND HOMES PLC,Real Estate,Real Estate ,United Kingdom,Europe,AIM ,No,21.2
20/12/2012,INLAND ZDP PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,18.1
08/12/1999,INSIG AI PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,15.06
27/02/2020,INSPECS GROUP PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM ,No,96.59
14/12/2001,INSPIRATION HEALTHCARE GROUP PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,34.07
28/11/2011,INSPIRED PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,100.07
20/03/2006,INSPIRIT ENERGY HOLDINGS PLC,Industrials,Construction and Materials,United Kingdom,Europe,AIM ,No,1.14
