Market,Date,Month,Year,TIDM,Company,Issue type,Country of Inc.,FTSE Industry,FTSE Sector, FTSE Subsector ,Issue Price,Currency, Market Cap - Opening Price (Â£m) ,Nominated Advisor (AIM only),Money Raised - New (),Money Raised - Existing (),TOTAL RAISED (),Initial Trading Open,Initial Trading High,Initial Trading Low,Adj Close Day 1,Volume Initial Trading Day,Adj Close Day 7,Adj Close Day 30,Adj Close Day 90,Adj Close Day 180,Adj Close Day 365,Adj Close Day 730,Adj Close Day 1825,Adj Close Day 3650,Market_new,0,1,2,3
AIM,2021-11-19,2021-11-01,2021,LABS,LIFE SCIENCE REIT PLC,New Company Placing,United Kingdom,35102030.0,Real Estate Investment Trusts,Office REITs,100.0,GBX,357,Panmure Gordon (UK) Limited,350.0,0,350,102.0,102.5,100.0,94.3807601928711,3887902.0,93.91120147705078,94.8503189086914,96.02420043945312,95.55464935302734,71.38263702392578,,,,0,0.0,0.0,0.0,1.0
UK Main Market,2021-11-19,2021-11-01,2021,REDC,RED CAPITAL PLC,New Company Placing,Jersey,30205000.0,Open End and Miscellaneous Investment Vehicles,Open End and Miscellaneous Investment Vehicles,10.0,GBX,2.1,No Advisor,0.4,0,0.4,21.0,25.996999740600582,21.950000762939453,25.5,36243.0,29.5,34.5,34.5,0.3149999976158142,0.3149999976158142,,,,3,0.0,0.0,0.0,1.0
UK Main Market,2021-11-17,2021-11-01,2021,TM1,TECHNOLOGY MINERALS PLC,New Company Placing,United Kingdom,55102000.0,Industrial Metals and Mining,General Mining,2.25,GBX,31.52,No Advisor,1.5,0,1.5,2.5999999046325684,3.839999914169312,2.799999952316284,3.25,11650194.0,3.799999952316284,3.059999942779541,3.525000095367432,2.900000095367432,1.375,,,,3,0.0,0.0,0.0,1.0
UK Main Market,2021-11-16,2021-11-01,2021,PINT,PANTHEON INFRASTRUCTURE PLC,New Company Placing,United Kingdom,0.0,Not Identified,Not Identified,100.0,GBX,412,No Advisor,400.0,0,400,103.0,105.0,102.78399658203124,101.72235870361328,5288742.0,101.83987426757812,102.08467864990234,103.79833221435548,105.26717376708984,96.8300552368164,,,,3,1.0,0.0,0.0,0.0
AIM,2021-11-12,2021-11-01,2021,FRG,FIRERING STRATEGIC MINERALS PLC,New Company Placing,Cyprus,55102000.0,Industrial Metals and Mining,General Mining,13.0,GBX,13.03,SPARK Advisory Partners Limited,5.91,0,5.91,15.0,15.279999732971191,14.0,14.5,378061.0,13.899999618530272,13.350000381469728,13.0,9.649999618530272,15.625,,,,0,0.0,0.0,0.0,1.0
UK Main Market,2021-11-12,2021-11-01,2021,PROC,PROCOOK GROUP PLC,New Company Placing,United Kingdom,40202025.0,Household Goods and Home Construction,Household Equipment and Products,145.0,GBX,174.33,No Advisor,0.0,39.73,39.73,150.0,151.9600067138672,147.0399932861328,147.1760711669922,113762.0,154.9993896484375,143.26441955566406,154.02146911621094,107.57054901123048,35.04999923706055,,,,3,0.0,0.0,0.0,1.0
UK Main Market,2021-11-10,2021-11-01,2021,SRAD,STELRAD GROUP PLC,New Company Placing,United Kingdom,50101025.0,Construction and Materials ,Building: Climate Control,215.0,GBX,290.36,No Advisor,25.03,0,25.03,227.0,227.0500030517578,215.0,213.9665069580078,54755.0,214.9435272216797,210.05844116210935,210.05844116210935,209.05105590820312,123.0,,,,3,0.0,0.0,0.0,1.0
UK Main Market,2021-11-09,2021-11-01,2021,HEIT,HARMONY ENERGY INCOME TRUST PLC,New Company Placing,United Kingdom,0.0,Not Identified,Not Identified,100.0,GBX,213.15,No Advisor,210.0,0,210,101.5,103.5999984741211,102.0,99.59336853027344,1321553.0,99.10991668701172,96.69259643554688,96.934326171875,111.1964874267578,108.30007934570312,,,,3,0.0,0.0,0.0,1.0
UK Main Market,2021-11-09,2021-11-01,2021,PODP,POD POINT GROUP HOLDINGS PLC,New Company Placing,United Kingdom,60102010.0,Alternative Energy,Alternative Fuels ,225.0,GBX,343.55,No Advisor,120.16,0,120.16,220.0,220.0500030517578,210.0,216.0,4115187.0,225.0,238.0,227.6000061035156,211.1999969482422,52.09999847412109,,,,3,1.0,0.0,0.0,0.0
AIM,2021-11-05,2021-11-01,2021,MRK,MARKS ELECTRICAL GROUP PLC,New Company Placing,United Kingdom,40401030.0,Retailers ,Specialty Retailers ,110.0,GBX,121.22,Panmure Gordon (UK) Limited,5.0,25,30,115.5,118.0,110.0,109.16182708740234,311034.0,109.65576934814452,120.5225601196289,111.13760375976562,94.3434829711914,70.72156524658203,,,,0,1.0,0.0,0.0,0.0
AIM,2021-11-04,2021-11-01,2021,DEVO,"DEVOLVER DIGITAL, INC.",New Company Placing,United States,40203040.0,Leisure Goods,Electronic Entertainment,157.0,GBX,751.84,Zeus Capital Limited,33.42,154.32,187.74,170.0,190.0,171.76699829101562,185.0,4828584.0,195.0,180.0,196.0,152.5,71.0,,,,0,1.0,0.0,0.0,0.0
AIM,2021-10-25,2021-10-01,2021,AXL,ARROW EXPLORATION CORP.,New Company Placing,Canada,60101010.0,"Oil, Gas and Coal",Oil: Crude Producers,6.25,GBX,14.67,Arden Partners plc,8.81,0,8.81,7.0,7.900000095367432,6.599999904632568,7.375,2063579.0,7.25,7.75,8.25,14.5,18.25,,,,0,1.0,0.0,0.0,0.0
AIM,2021-10-21,2021-10-01,2021,TUN,TUNGSTEN WEST PLC,New Company Placing,United Kingdom,55102050.0,Industrial Metals and Mining,Nonferrous Metals,60.0,GBX,110.67,Strand Hanson Limited,39.0,0,39,62.5,64.25,60.0,62.75,5643856.0,65.0,75.0,60.5,66.0,20.5,,,,0,0.0,0.0,0.0,1.0
AIM,2021-10-19,2021-10-01,2021,BEN,BENS CREEK GROUP PLC,New Company Placing,United Kingdom,0.0,Not Identified,Not Identified,10.0,GBX,42,Allenby Capital Limited,7.0,0,7,12.0,13.0,9.5,10.5,4488245.0,15.0,28.5,39.0,96.5,25.75,,,,0,1.0,0.0,0.0,0.0
UK Main Market,2021-10-18,2021-10-01,2021,CGL,CASTELNAU GROUP LIMITED,New Company Placing,Guernsey,30204000.0,Closed End Investments,Closed End Investments,100.0,GBX,183.77,No Advisor,53.05,0,53.05,103.5,108.0,100.0,108.0,381800.0,108.0,108.0,105.5,95.5,78.5,,,,3,0.0,0.0,0.0,1.0
AIM,2021-10-15,2021-10-01,2021,LST,LIGHT SCIENCE TECHNOLOGIES HOLDINGS PLC,New Company Placing,United Kingdom,50204010.0,Industrial Engineering,Machinery: Agricultural,10.0,GBX,19.16,Strand Hanson Limited,5.0,0.2,5.2,11.0,11.899999618530272,10.0,11.25,4550126.0,12.449999809265137,24.399999618530277,19.75,11.25,6.75,,,,0,0.0,0.0,0.0,1.0
UK Main Market,2021-10-13,2021-10-01,2021,WPS,W.A.G PAYMENT SOLUTIONS PLC,New Company Placing,United Kingdom,50205015.0,Industrial Support Services,Transaction Processing Services,150.0,GBX,930.17,No Advisor,170.0,16,186,135.0,140.5,127.81999969482422,135.0,13024911.0,140.0,127.3000030517578,96.5,98.0,87.0,,,,3,1.0,0.0,0.0,0.0
UK Main Market,2021-10-11,2021-10-01,2021,TMTA,TMT ACQUISITION PLC,New Company Placing,United Kingdom,30205000.0,Open End and Miscellaneous Investment Vehicles,Open End and Miscellaneous Investment Vehicles,20.0,GBX,6.19,No Advisor,5.0,0,5,22.5,23.21999931335449,23.21999931335449,22.5,20000.0,23.0,23.200000762939453,22.5,22.5,18.0,,,,3,0.0,0.0,0.0,1.0
AIM,2021-10-08,2021-10-01,2021,MEX,TORTILLA MEXICAN GRILL PLC,New Company Placing,United Kingdom,40501040.0,Travel and Leisure,Restaurants and Bars,181.0,GBX,73.46,Liberum Capital Limited,5.0,23.02,28.02,190.0,200.0,190.0,192.5,195875.0,193.0,187.5,183.5,162.5,103.5,,,,0,0.0,0.0,0.0,1.0
UK Main Market,2021-10-05,2021-10-01,2021,ONT,OXFORD NANOPORE TECHNOLOGIES PLC,New Company Placing,United Kingdom,20103010.0,"Pharmaceuticals, Biotechnology and Marijuana Producers",Biotechnology,425.0,GBX,4753.71,No Advisor,350.0,0,350,545.0,622.9000244140625,540.0,612.5999755859375,23297951.0,575.0,558.5,716.0,392.0,241.0,,,,3,1.0,0.0,0.0,0.0
UK Main Market,2021-10-01,2021-10-01,2021,PHLL,PETERSHILL PARTNERS PLC,New Company Placing,United Kingdom,30202010.0,Investment Banking and Brokerage Services ,Asset Managers and Custodians,350.0,GBX,4048.44,No Advisor,546.99,465.12,1012.11,350.0,359.3500061035156,337.54998779296875,339.180908203125,67140834.0,339.8592834472656,292.27703857421875,269.5,231.6121063232422,179.25344848632812,,,,3,0.0,0.0,0.0,1.0
AIM,2021-09-30,2021-09-01,2021,MTEC,MADE TECH GROUP PLC,New Company Placing,United Kingdom,10101010.0,Software and Computer Services,Computer Services,122.0,GBX,199.91,Singer Capital Markets Advisory LLP,15.0,70.4,85.4,135.0,150.0,130.0,135.0,6435810.0,140.0,131.0,112.0,40.5,25.25,,,,0,1.0,0.0,0.0,0.0
UK Main Market,2021-09-30,2021-09-01,2021,BAY,BAY CAPITAL PLC,New Company Placing,Jersey,30205000.0,Open End and Miscellaneous Investment Vehicles,Open End and Miscellaneous Investment Vehicles,10.0,GBX,12.25,No Advisor,4.0,0,4,17.5,19.0,15.0,18.0,456291.0,20.0,18.0,26.0,20.5,15.75,,,,3,1.0,0.0,0.0,0.0
AIM,2021-09-29,2021-09-01,2021,PEEL,PEEL HUNT LIMITED,New Company Placing,Guernsey,0.0,Not Identified,Not Identified,228.0,GBX,285.53,Grant Thornton UK LLP,40.0,72,112,232.5,235.0,232.0,226.5795440673828,1212928.0,221.7173309326172,222.6897735595703,195.4613342285156,122.0417709350586,90.0,,,,0,0.0,0.0,0.0,1.0
AIM,2021-09-28,2021-09-01,2021,GROC,GREENROC MINING PLC,New Company Placing,United Kingdom,55102000.0,Industrial Metals and Mining,General Mining,10.0,GBX,12.23,Cairn Financial Advisers LLP,5.12,0,5.12,11.0,10.949999809265137,9.699999809265137,9.899999618530272,4635481.0,8.949999809265137,8.149999618530273,6.75,7.300000190734863,4.480000019073486,,,,0,0.0,0.0,0.0,1.0
UK Main Market,2021-09-27,2021-09-01,2021,ALK,ALKEMY CAPITAL INVESTMENTS PLC,New Company Placing,United Kingdom,30205000.0,Open End and Miscellaneous Investment Vehicles,Open End and Miscellaneous Investment Vehicles,50.0,GBX,3.6,No Advisor,1.5,0,1.5,60.0,50.0,50.0,60.0,40000.0,150.0,150.0,110.0,140.0,105.0,,,,3,0.0,0.0,0.0,1.0
UK Main Market,2021-09-15,2021-09-01,2021,NZI,NET ZERO INFRASTRUCTURE PLC,New Company Placing,United Kingdom,30205000.0,Open End and Miscellaneous Investment Vehicles,Open End and Miscellaneous Investment Vehicles,3.0,GBX,2.28,No Advisor,1.5,0,1.5,3.75,4.5,3.299999952316284,4.5,4245089.0,5.0,3.650000095367432,3.5999999046325684,2.8499999046325684,0.0219999998807907,,,,3,1.0,0.0,0.0,0.0
UK Main Market,2021-08-25,2021-08-01,2021,CRES,CITIUS RESOURCES PLC,New Company Placing,United Kingdom,30205000.0,Open End and Miscellaneous Investment Vehicles,Open End and Miscellaneous Investment Vehicles,4.0,GBX,2.05,No Advisor,0.0,0.56,0.56,4.75,4.974999904632568,4.949999809265137,4.75,3940.0,4.75,5.0,4.650000095367432,3.150000095367432,0.0299999993294477,,,,3,1.0,0.0,0.0,0.0
AIM,2021-08-18,2021-08-01,2021,LIKE,LIKEWISE GROUP PLC,New Company Placing,United Kingdom,40202015.0,Household Goods and Home Construction,Household Furnishings,25.0,GBX,52.9,Zeus Capital Limited,10.0,0,10,27.323699951171875,32.78839874267578,24.83970069885254,29.13042640686035,3416020.0,30.611656188964844,35.05533981323242,44.43635177612305,39.75384521484375,28.0,,,,0,0.0,0.0,0.0,1.0
AIM,2021-08-11,2021-08-01,2021,BVX,BIVICTRIX THERAPEUTICS PLC,New Company Placing,United Kingdom,20103010.0,"Pharmaceuticals, Biotechnology and Marijuana Producers",Biotechnology,20.0,GBX,14.88,SP Angel Corporate Finance LLP,7.5,0,7.5,22.5,29.25,22.0,25.5,740014.0,24.0,20.0,24.0,26.0,20.5,,,,0,1.0,0.0,0.0,0.0
UK Main Market,2021-07-30,2021-07-01,2021,HGEN,HYDROGENONE CAPITAL GROWTH PLC,New Company Placing,United Kingdom,60102020.0,Alternative Energy,Renewable Energy Equipment ,100.0,GBX,109.5,No Advisor,107.35,0,107.35,102.0,102.0,99.177001953125,100.0,1004926.0,100.25,111.5,116.1999969482422,103.0,90.5999984741211,,,,3,1.0,0.0,0.0,0.0
AIM,2021-07-28,2021-07-01,2021,BIG,BIG TECHNOLOGIES PLC,New Company Placing,United Kingdom,10101010.0,Software and Computer Services,Computer Services,200.0,GBX,807.73,Zeus Capital Limited,16.08,185.6,201.68,280.0,310.0,250.0,295.0,1081780.0,352.5,352.75,310.0,245.0,238.5,,,,0,0.0,0.0,0.0,1.0
AIM,2021-07-27,2021-07-01,2021,CODE,NORTHCODERS GROUP PLC,New Company Placing,United Kingdom,10101010.0,Software and Computer Services,Computer Services,180.0,GBX,12.78,W.H. Ireland Limited,3.5,0,3.5,184.0,187.0200042724609,180.0,182.5,43940.0,182.5,180.5,205.0,256.0,245.0,,,,0,1.0,0.0,0.0,0.0
UK Main Market,2021-07-26,2021-07-01,2021,BPT,BRIDGEPOINT GROUP PLC,New Company Placing,United Kingdom,30202010.0,Investment Banking and Brokerage Services ,Asset Managers and Custodians,350.0,GBX,3984.62,No Advisor,300.0,488.99,788.99,420.0,454.6000061035156,420.0,440.3382263183594,47627185.0,482.2287902832031,489.5352783203125,459.3351135253906,380.4249572753906,224.1489105224609,,,,3,1.0,0.0,0.0,0.0
AIM,2021-07-22,2021-07-01,2021,GENI,GENINCODE PLC,New Company Placing,United Kingdom,20102020.0,Medical Equipment and Services,Medical Services,44.0,GBX,46.47,Stifel Nicolaus Europe Limited,17.0,0,17,48.5,48.0,40.5,42.5,882090.0,35.79999923706055,43.5,38.0,33.0,16.5,,,,0,0.0,0.0,0.0,1.0
AIM,2021-07-22,2021-07-01,2021,SAAS,MICROLISE GROUP PLC,New Company Placing,United Kingdom,10101015.0,Software and Computer Services,Software,135.0,GBX,159.43,Singer Capital Markets Advisory LLP,18.6,42.55,61.15,137.5,146.0,139.89999389648438,146.5,438196.0,143.0,164.5,200.0,220.0,135.0,,,,0,1.0,0.0,0.0,0.0
AIM,2021-07-22,2021-07-01,2021,ZED,ZENOVA GROUP PLC,New Company Placing,United Kingdom,0.0,Not Identified,Not Identified,19.0,GBX,18.68,SPARK Advisory Partners Limited,4.5,0,4.5,20.0,23.700000762939453,19.0,23.25,1785005.0,22.5,20.450000762939453,17.5,17.25,14.5,,,,0,1.0,0.0,0.0,0.0
UK Main Market,2021-07-22,2021-07-01,2021,SIV,SIVOTA PLC,New Company Placing,United Kingdom,30205000.0,Open End and Miscellaneous Investment Vehicles,Open End and Miscellaneous Investment Vehicles,100.0,GBX,1.11,No Advisor,1.04,0,1.04,102.5,125.0,110.0,112.5,4626.0,112.5,167.5,1.6749999523162842,1.524999976158142,1.524999976158142,,,,3,1.0,0.0,0.0,0.0
AIM,2021-07-20,2021-07-01,2021,LORD,LORDS GROUP TRADING PLC,New Company Placing,United Kingdom,50101020.0,Construction and Materials ,"Building, Roofing/Wallboard and Plumbing",95.0,GBX,155.14,Cenkos Securities Plc,30.0,22,52,98.5,103.0999984741211,95.82599639892578,97.17739868164062,651224.0,104.4656982421875,114.18343353271484,121.55735778808594,108.8646240234375,69.34405517578125,,,,0,1.0,0.0,0.0,0.0
AIM,2021-07-19,2021-07-01,2021,BHL,BRADDA HEAD HOLDINGS LIMITED,New Company Placing,British Virgin Islands,55102050.0,Industrial Metals and Mining,Nonferrous Metals,5.5,GBX,18.32,Beaumont Cornish Limited,6.2,0,6.2,6.25,6.5,5.050000190734863,5.75,11435554.0,6.300000190734863,10.0,7.625,11.699999809265137,7.300000190734863,,,,0,1.0,0.0,0.0,0.0
AIM,2021-07-19,2021-07-01,2021,FWD,FORWARD PARTNERS GROUP PLC,New Company Placing,United Kingdom,0.0,Not Identified,Not Identified,100.0,GBX,151.44,Liberum Capital Limited,36.5,0,36.5,112.5,114.0,98.98999786376952,102.5,2247325.0,96.5,101.5,116.0,106.0,46.0,,,,0,0.0,0.0,0.0,1.0
AIM,2021-07-19,2021-07-01,2021,POLB,POOLBEG PHARMA PLC,New Company Placing,United Kingdom,0.0,Not Identified,Not Identified,10.0,GBX,55,finnCap Ltd,25.0,0,25,11.0,12.0,10.029999732971191,10.75,11261890.0,11.100000381469728,10.25,10.75,9.149999618530272,4.650000095367432,,,,0,0.0,0.0,0.0,1.0
AIM,2021-07-19,2021-07-01,2021,REVB,REVOLUTION BEAUTY GROUP PLC,New Company Placing,United Kingdom,0.0,Not Identified,Not Identified,160.0,GBX,510.47,Zeus Capital Limited,110.71,189.29,300,165.0,168.0,149.89999389648438,150.0,2945842.0,166.0,167.0,124.0,117.5,64.5,,,,0,1.0,0.0,0.0,0.0
UK Main Market,2021-07-19,2021-07-01,2021,AC8,ACCELER8 VENTURES PLC,New Company Placing,Jersey,0.0,Not Identified,Not Identified,100.0,GBX,0.77,No Advisor,0.33,0,0.33,102.5,117.75,108.0,112.5,9016.0,195.0,255.0,205.0,395.0,225.0,,,,3,1.0,0.0,0.0,0.0
UK Main Market,2021-07-16,2021-07-01,2021,BUMP,SERAPHINE GROUP PLC,New Company Placing,United Kingdom,40204020.0,Personal Goods,Clothing and Accessories,295.0,GBX,142.55,No Advisor,61.0,14.55,75.54,305.0,309.8999938964844,284.0,285.5,330155.0,279.5,286.0,192.75,227.5,31.75,,,,3,0.0,0.0,0.0,1.0
AIM,2021-07-15,2021-07-01,2021,ORCA,ORCADIAN ENERGY PLC,New Company Placing,United Kingdom,60101010.0,"Oil, Gas and Coal",Oil: Crude Producers,40.0,GBX,27.04,W.H. Ireland Limited,3.0,0,3,42.5,43.75,40.0,40.5,259809.0,40.5,34.5,40.0,35.5,35.5,,,,0,1.0,0.0,0.0,0.0
AIM,2021-07-14,2021-07-01,2021,LINV,LENDINVEST PLC,New Company Placing,United Kingdom,30201025.0,Finance and Credit Services,Mortgage Finance,186.0,GBX,261.78,"Joh. Berenberg, Gossler & Co. KG",40.05,0,40.05,190.5,208.5,191.0,188.52175903320312,395192.0,188.52175903320312,199.49896240234372,209.99891662597656,204.27166748046875,144.61289978027344,,,,0,1.0,0.0,0.0,0.0
UK Main Market,2021-07-14,2021-07-01,2021,SSIT,SERAPHIM SPACE INVESTMENT TRUST PLC,New Company Placing,United Kingdom,30204000.0,Closed End Investments,Closed End Investments,100.0,GBX,187.34,No Advisor,178.41,0,178.41,99.0,99.0,99.0,99.0,0.0,106.75,114.5,116.1999969482422,121.0,47.97499847412109,,,,3,0.0,0.0,0.0,1.0
AIM,2021-07-08,2021-07-01,2021,CMO,CMO GROUP PLC,New Company Placing,United Kingdom,40401030.0,Retailers ,Specialty Retailers ,132.0,GBX,99.68,Liberum Capital Limited,27.27,17.73,45,138.5,165.0,142.0,154.0,355412.0,159.5,210.5,181.5,170.0,77.5,,,,0,1.0,0.0,0.0,0.0
AIM,2021-07-08,2021-07-01,2021,LLAI,"LUNGLIFE AI, INC",New Company Placing,United States,20103010.0,"Pharmaceuticals, Biotechnology and Marijuana Producers",Biotechnology,176.0,GBX,47.14,Investec Bank PLC,17.0,0,17,185.0,210.0,188.0,205.0,42948.0,200.5,200.5,187.5,188.0,145.0,,,,0,0.0,0.0,0.0,1.0
UK Main Market,2021-07-08,2021-07-01,2021,IBSU,INSIGHT BUSINESS SUPPORT PLC,New Company Placing,United Kingdom,30205000.0,Open End and Miscellaneous Investment Vehicles,Open End and Miscellaneous Investment Vehicles,2.0,GBX,1.54,No Advisor,0.78,0.17,0.95,126.0,136.0,125.0,125.5,406231.0,113.5,155.0,240.0,255.0,147.5,,,,3,0.0,1.0,0.0,0.0
AIM,2021-07-07,2021-07-01,2021,SED,SAIETTA GROUP PLC,New Company Placing,United Kingdom,40101025.0,Automobiles and Parts,Auto Parts,120.0,GBX,107.16,Canaccord Genuity Ltd,35.18,2.32,37.5,126.0,136.0,125.0,125.5,406231.0,117.5,155.0,240.0,255.0,147.5,,,,0,1.0,0.0,0.0,0.0
UK Main Market,2021-07-05,2021-07-01,2021,BCG,BALTIC CLASSIFIEDS GROUP PLC,New Company Placing,United Kingdom,10101020.0,Software and Computer Services,Consumer Digital Services ,165.0,GBX,1000,No Advisor,101.15,228.85,330,165.02000427246094,184.9600067138672,165.0,176.48526000976562,6348440.0,196.20428466796875,219.669921875,220.8530731201172,226.76876831054688,130.934326171875,,,,3,1.0,0.0,0.0,0.0
International Main Market,2021-07-01,2021-07-01,2021,GTCO,GUARANTY TRUST HOLDING COMPANY PLC,International Offering (GDR),Nigeria,30101010.0,Banks,Banks,20.392941470203713,USD,0,No Advisor,0.0,0,0,3.4,3.4,3.4,2.947624,75000.0,2.999641,2.947624,2.615167,2.52741,2.853566,,,,1,1.0,0.0,0.0,0.0
AIM,2021-06-28,2021-06-01,2021,ITIM,ITIM GROUP PLC,New Company Placing,United Kingdom,0.0,Not Identified,Not Identified,154.0,GBX,48.84,W.H. Ireland Limited,8.0,0,8,156.5,158.0,150.5,156.5,93392.0,156.0,117.0,123.5,115.5,115.0,,,,0,1.0,0.0,0.0,0.0
AIM,2021-06-28,2021-06-01,2021,SBDS,SILVER BULLET DATA SERVICES GROUP PLC,New Company Placing,United Kingdom,50205020.0,Industrial Support Services,Professional Business Support Services,257.0,GBX,34.89,Strand Hanson Limited,9.5,0,9.5,260.0,279.0,270.0,275.0,64711.0,300.0,262.0,256.5,225.0,95.0,,,,0,0.0,0.0,0.0,1.0
AIM,2021-06-22,2021-06-01,2021,SMD,"SPECTRAL MD HOLDINGS, LTD",New Company Placing,United States,0.0,Not Identified,Not Identified,59.0,GBX,84.37,SP Angel Corporate Finance LLP,11.25,0,11.25,62.0,64.336998,60.0,62.0,909267.0,59.5,47.5,44.0,38.5,0.355,,,,0,1.0,0.0,0.0,0.0
AIM,2021-06-22,2021-06-01,2021,VIC,VICTORIAN PLUMBING GROUP PLC,New Company Placing,United Kingdom,40401025.0,Retailers ,Home Improvement Retailers,262.0,GBX,986.26,"GCA Altium Limited
",11.6,285.9,297.5,304.0,330.0,266.0,323.967743,13370458.0,292.356323,257.210754,255.247314,102.687958,56.841614,,,,0,1.0,0.0,0.0,0.0
UK Main Market,2021-06-21,2021-06-01,2021,MADE,MADE.COM GROUP PLC,New Company Placing,United Kingdom,40202015.0,Household Goods and Home Construction,Household Furnishings,200.0,GBX,771.83,No Advisor,100.0,93.83,193.83,117.5,120.0,115.0,117.5,660526.0,107.5,112.0,80.5,100.0,75.0,,,,3,0.0,0.0,0.0,1.0
AIM,2021-06-04,2021-06-01,2021,ART,THE ARTISANAL SPIRITS COMPANY PLC,New Company Placing,United Kingdom,45101015.0,Beverages,Distillers and Vintners,112.0,GBX,81.79,Nplus1 Singer Advisory LLP,15.0,11,26,117.5,120.0,115.0,117.5,660526.0,107.5,112.0,80.5,100.0,75.0,,,,0,0.0,0.0,0.0,1.0
AIM,2021-06-03,2021-06-01,2021,AREC,ARECOR THERAPEUTICS PLC,New Company Placing,United Kingdom,20103010.0,"Pharmaceuticals, Biotechnology and Marijuana Producers",Biotechnology,226.0,GBX,65.75,Panmure Gordon (UK) Limited,20.0,0,20,237.5,258.0,238.0,242.0,140478.0,240.5,237.5,231.0,410.0,380.0,,,,0,0.0,0.0,0.0,1.0
UK Main Market,2021-06-03,2021-06-01,2021,CDL,IMPERIAL X PLC,New Company Placing,United Kingdom,30202010.0,Investment Banking and Brokerage Services ,Asset Managers and Custodians,3.0,GBX,19.48,No Advisor,2.0,0,2,5.0,5.8,4.5,4.5,890273.0,3.8,2.95,2.127,1.5,3.0,,,,3,1.0,0.0,0.0,0.0
UK Main Market,2021-06-02,2021-06-01,2021,AEET,AQUILA ENERGY EFFICIENCY TRUST PLC,New Company Placing,United Kingdom,30204000.0,Closed End Investments,Closed End Investments,100.0,GBX,102,No Advisor,100.0,0,100,102.0,103.559998,99.847,96.857857,123000.0,95.90358,91.132271,91.847961,93.517929,75.625465,,,,3,1.0,0.0,0.0,0.0
UK Main Market,2021-06-01,2021-06-01,2021,ASP,AFRICAN PIONEER PLC,New Company Placing,Isle of Man,55102000.0,Industrial Metals and Mining,General Mining,3.5,GBX,8.05,No Advisor,1.75,0,1.75,4.25,3.5,3.5,3.75,131169.0,3.1,3.05,2.75,2.68,2.5,,,,3,0.0,0.0,0.0,1.0
AIM,2021-05-28,2021-05-01,2021,BELL,BELLUSCURA PLC,New Company Placing,United Kingdom,20102010.0,Medical Equipment and Services,Medical Equipment,45.0,GBX,55.49,SPARK Advisory Partners Limited,17.5,0,17.5,49.0,59.0,45.0,53.0,2778710.0,54.5,55.5,95.0,97.5,88.5,,,,0,1.0,0.0,0.0,0.0
AIM,2021-05-28,2021-05-01,2021,TRLS,TRELLUS HEALTH PLC,New Company Placing,United Kingdom,20101025.0,Health Care Providers,Health Care Services,40.0,GBX,83.16,Nplus1 Singer Advisory LLP,28.5,0,28.5,66.5,71.599998,66.0,71.0,1074303.0,62.5,69.0,58.5,54.0,20.0,,,,0,1.0,0.0,0.0,0.0
UK Main Market,2021-05-27,2021-05-01,2021,TMI,TAYLOR MARITIME INVESTMENTS LIMITED,New Company Placing,Guernsey,50206030.0,Industrial Transportation,Marine Transportation,1.0,USD,179.98,No Advisor,112.73,0,112.73,1.005,1.0575,1.0,0.960445,2621754.0,0.960445,0.965019,1.147961,1.144884,1.382345,,,,3,0.0,0.0,0.0,1.0
AIM,2021-05-24,2021-05-01,2021,DNM,DIANOMI PLC,New Company Placing,United Kingdom,0.0,Not Identified,Not Identified,273.0,GBX,86.03,Panmure Gordon (UK) Limited,5.0,32,37,286.5,325.0,285.0,313.5,105593.0,331.5,322.5,332.0,424.0,275.0,,,,0,0.0,0.0,0.0,1.0
