Market,Date,Month,Year,LSE IPO,TIDM,Company,Issue type,Country of Inc.,FTSE Industry,FTSE Sector, FTSE Subsector ,Issue Price,Currency, Market Cap - Opening Price (£m) ,Nominated Advisor (AIM only),Money Raised - New (),Money Raised - Existing (),TOTAL RAISED (),Initial Trading Open,Initial Trading High,Initial Trading Low,Adj Close Day 1,Volume Initial Trading Day,Adj Close Day 7,Adj Close Day 30,Adj Close Day 90,Adj Close Day 180,Adj Close Day 365,Adj Close Day 730,Adj Close Day 1825,Adj Close Day 3650,notes
AIM,2011-03-17,2011-03-01,2011,IPO,,TRAP OIL GROUP PLC,New Company Placing,United Kingdom,533.0,Oil & Gas Producers,Exploration & Production,43.0,,78.33,Strand Hanson Limited,60.0,-,-,,,,,,,,,,,,,,
UK Main Market,2011-03-17,2011-03-01,2011,IPO,,OCTOPUS VCT 2 PLC,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,4.46,,4.46,-,-,,,,,,,,,,,,,,
UK Main Market,2011-03-14,2011-03-01,2011,IPO,,DUET REAL ESTATE FINANCE LTD,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,50,,50.0,-,-,,,,,,,,,,,,,,
UK Main Market,2011-03-02,2011-03-01,2011,IPO,,OCTOPUS TITAN VCT 5 PLC,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,1.72,,1.72,-,-,,,,,,,,,,,,,,
International Main Market,2011-02-17,2011-02-01,2011,IPO,,JUSTICE HLDGS LTD,New Company Placing,British Virgin Islands,8775.0,General Financial,Specialty Finance,10.0,,900,,900.0,-,-,,,,,,,,,,,,,,
International Main Market,2011-02-14,2011-02-01,2011,IPO,,HMS HYDRAULIC MACH & SYS GRP PLC,New Company Placing,Cyprus,2757.0,Industrial Engineering,Industrial Machinery,8.25,,1020.82,,224.54,-,-,,,,,,,,,,,,,,
AIM,2011-01-31,2011-01-01,2011,IPO,FIPP,FRONTIER IP GROUP PLC,New Company Placing,United Kingdom,2791.0,Support Services,Business Support Services,50.0,,3.49,Arbuthnot Securities Limited,1.0,-,-,60.0,55.0,55.0,55.0,2500.0,54.0,51.5,42.0,34.5,25.0,14.0,19.0,64.5,
International Main Market,2011-01-20,2011-01-01,2011,IPO,,FARGLORY LAND DEVELOPMENT CO LTD,New Company Placing,Taiwan,8633.0,Real Estate Investment & Services,Real Estate Holding & Development,4.8906,,131.61,,131.61,-,-,,,,,,,,,,,,,,
UK Main Market,2011-01-12,2011-01-01,2011,IPO,,MARWYN MANAGEMENT PARTNERS PLC,New Company Placing,United Kingdom,8775.0,General Financial,Specialty Finance,100.0,,6.05,,6.05,-,-,,,,,,,,,,,,,,
UK Main Market,2011-01-10,2011-01-01,2011,IPO,,HAZEL RENEWABLE ENERGY VCT 1 PLC,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,5.49,,5.49,-,-,,,,,,,,,,,,,,
UK Main Market,2011-01-10,2011-01-01,2011,IPO,,HAZEL RENEWABLE ENERGY VCT 2 PLC,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,99.9,,5.49,,5.49,-,-,,,,,,,,,,,,,,
AIM,2010-12-30,2010-12-01,2010,IPO,,PEERTV PLC,New Company Placing,United Kingdom,9578.0,Technology Hardware & Equipment,Telecommunications Equipment,45.0,,6.53,Libertas Capital Corporate Fin,0.16,-,-,,,,,,,,,,,,,,
UK Main Market,2010-12-24,2010-12-01,2010,IPO,TPON,TRIPLE POINT VCT 2011 PLC,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,1.06,,1.06,-,-,94.5,94.5,94.5,-160.1974334716797,0.0,-160.1974334716797,-169.52108764648438,-169.52108764648438,-169.52108764648438,-162.74026489257812,-167.9899444580078,,,
UK Main Market,2010-12-23,2010-12-01,2010,IPO,,SHAFT SINKERS HLDGS PLC,New Company Placing,United Kingdom,2791.0,Support Services,Business Support Services,124.0,,58.9,,30.6,-,-,,,,,,,,,,,,,,
AIM,2010-12-23,2010-12-01,2010,IPO,,PROPHOTONIX LTD,New Company Placing,USA,2737.0,Electronic & Electrical Equipment,Electronic Equipment,20.0,,24.33,Libertas Capital Corporate Fin,1.63,-,-,,,,,,,,,,,,,,
AIM,2010-12-22,2010-12-01,2010,IPO,,MANROY PLC,New Company Placing,United Kingdom,2717.0,Aerospace & Defence,Defence,75.0,,4.04,Arbuthnot Securities Limited,1.86,-,-,,,,,,,,,,,,,,
SFM,2010-12-20,2010-12-01,2010,IPO,,CATCO REINSURANCE OPPORTUNITIES FD,New Company Placing,Bermuda,8534.0,Nonlife Insurance,Insurance Brokers,1.0,,51.83,,51.76,-,-,,,,,,,,,,,,,,
UK Main Market,2010-12-17,2010-12-01,2010,IPO,,BLACKROCK FRONTIERS INVESTMENT TST,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,94.77,,94.77,-,-,,,,,,,,,,,,,,
AIM,2010-12-17,2010-12-01,2010,IPO,,NORICUM GOLD LTD,New Company Placing,British Virgin Islands,1777.0,Mining,Gold Mining,4.0,,19.89,Beaumont Cornish Limited,2.12,-,-,,,,,,,,,,,,,,
UK Main Market,2010-12-15,2010-12-01,2010,IPO,,FLYBE GROUP PLC,New Company Placing,United Kingdom,5751.0,Travel & Leisure,Airlines,295.0,,220.87,,220.87,-,-,,,,,,,,,,,,,,
UK Main Market,2010-12-15,2010-12-01,2010,IPO,,HSBC INFRASTRUCTURE CO,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,110,,110.0,-,-,,,,,,,,,,,,,,
UK Main Market,2010-12-15,2010-12-01,2010,IPO,,CQS DIVERSIFIED FUND LTD,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,74.51,,74.51,-,-,,,,,,,,,,,,,,
AIM,2010-12-15,2010-12-01,2010,IPO,,FERRUM CRESCENT LTD,New Company Placing,Australia,1757.0,Industrial Metals,Steel,10.0,,10,Ambrian Partners Limited,10.0,-,-,,,,,,,,,,,,,,
UK Main Market,2010-12-14,2010-12-01,2010,IPO,,BH CREDIT CATALYSTS LTD,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,10.0,,42.8,,42.8,-,-,,,,,,,,,,,,,,
AIM,2010-12-13,2010-12-01,2010,IPO,,COPPER DEVELOPMENT CORP,New Company Placing,British Virgin Islands,1755.0,Industrial Metals,Nonferrous Metals,35.0,,78.74,Beaumont Cornish Limited,40.66,-,-,,,,,,,,,,,,,,
SFM,2010-12-13,2010-12-01,2010,IPO,,DORIC NIMROD AIR ONE LTD,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,42.45,,39.63,-,-,,,,,,,,,,,,,,
AIM,2010-12-10,2010-12-01,2010,IPO,HUM,HUMMINGBIRD RESOURCES PLC,New Company Placing,United Kingdom,1775.0,Mining,General Mining,167.0,,25.48,Liberum Capital Limited,25.48,-,-,172.5,204.5,167.0,179.0,394288.0,167.0,166.0,159.0,144.0,125.5,74.5,14.5,29.299999237060547,
AIM,2010-12-10,2010-12-01,2010,IPO,TMT,TMT INVESTMENTS PLC,New Company Placing,United Kingdom,8777.0,General Financial,Investment Services,63.275,,12.65,ZAI Corporate Finance Limited,12.66,-,-,1.0099999904632568,1.0099999904632568,1.0099999904632568,0.9061761498451233,0.0,0.9016901254653931,0.9016901254653931,0.8972041010856628,0.9869244694709778,1.1215050220489502,1.4669286012649536,1.5925371646881104,7.474999904632568,
AIM,2010-12-10,2010-12-01,2010,IPO,,INTERNETQ PLC,New Company Placing,United Kingdom,5555.0,Media,Media Agencies,120.0,,6.77,Grant Thornton UK LLP,6.77,-,-,,,,,,,,,,,,,,
AIM,2010-12-03,2010-12-01,2010,IPO,,WASABI ENERGY,New Company Placing,Australia,587.0, Alternative Energy, Alternative Fuels,1.1,,21.05,Cenkos Securities Limited,21.05,-,-,,,,,,,,,,,,,,
International Main Market,2010-11-30,2010-11-01,2010,IPO,,ALUMINIUM BAHRAIN BSC,New Company Placing,Bahrain,1753.0,Industrial Metals,Aluminum,11.97,,461.53,,461.53,-,-,,,,,,,,,,,,,,
UK Main Market,2010-11-29,2010-11-01,2010,IPO,,JOHN LAING INFRASTRUCTURE FUND LTD,New Company Placing,United Kingdom,2357.0,Construction & Materials,Heavy Construction,100.0,,270,,270.0,-,-,,,,,,,,,,,,,,
AIM,2010-11-29,2010-11-01,2010,IPO,,MADAGASCAR OIL LTD,New Company Placing,Bermuda,533.0,Oil & Gas Producers,Exploration & Production,95.0,,182.75,Strand Hanson Limited,50.5,-,-,,,,,,,,,,,,,,
AIM,2010-11-24,2010-11-01,2010,IPO,,JUBILANT ENERGY N.V.,New Company Placing,Netherlands,533.0,Oil & Gas Producers,Exploration & Production,77.0,,320.56,Evolution Securities Limited,53.42,-,-,,,,,,,,,,,,,,
AIM,2010-11-22,2010-11-01,2010,IPO,,3D DIAGNOSTIC IMAGING PLC,New Company Placing,United Kingdom,4535.0,Health Care Equipment & Services,Medical Equipment,,,10.23,finnCap Ltd,2.71,-,-,,,,,,,,,,,,,,
AIM,2010-11-18,2010-11-01,2010,IPO,,ZANAGA IRON ORE CO LTD,New Company Placing,British Virgin Islands,1757.0,Industrial Metals,Steel,156.0,,437.45,Liberum Capital Limited,62.11,-,-,,,,,,,,,,,,,,
AIM,2010-11-18,2010-11-01,2010,IPO,,PRODUCE INVESTMENTS PLC,New Company Placing,United Kingdom,3573.0,Food Producers,Farming & Fishing,182.0,,35.94,Investec Bank plc,15.34,-,-,,,,,,,,,,,,,,
International Main Market,2010-11-12,2010-11-01,2010,IPO,,TRANSCONTAINER OJSC,New Company Placing,Russia,2777.0,Industrial Transportation,Transportation Services,8.0,,142.55,,142.55,-,-,,,,,,,,,,,,,,
International Main Market,2010-11-11,2010-11-01,2010,IPO,,MAIL.RU GROUP LTD,International Offering (GDR),Russia,9535.0,Software & Computer Services,Internet,27.7,,643.5,,643.5,-,-,,,,,,,,,,,,,,
AIM,2010-11-10,2010-11-01,2010,IPO,,HANGAR 8 PLC,New Company Placing,United Kingdom,2777.0,Industrial Transportation,Transportation Services,150.0,,9.5,Daniel Stewart & Company plc,2.0,-,-,,,,,,,,,,,,,,
International Main Market,2010-11-05,2010-11-01,2010,IPO,,O'KEY GROUP SA,International Offering (GDR),Russia,5337.0,Food & Drug Retailers,Food Retailers & Wholesalers,11.0,,295.9,,295.9,-,-,,,,,,,,,,,,,,
AIM,2010-11-04,2010-11-01,2010,IPO,,PHOTON KATHAAS PRODUCTIONS LTD,New Company Placing,Singapore,5553.0,Media,Broadcasting & Entertainment,30.12,,6.41,Seymour Pierce Limited,1.52,-,-,,,,,,,,,,,,,,
International Main Market,2010-11-03,2010-11-01,2010,IPO,,AZ ELECTRONIC MATERIALS SA,New Company Placing,Luxembourg,1357.0,Chemicals,Specialty Chemicals,,,971.33,,382.82,-,-,,,,,,,,,,,,,,
UK Main Market,2010-11-02,2010-11-01,2010,IPO,,FORESIGHT SOLAR VCT PLC,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,1.0,,40,,8.12,-,-,,,,,,,,,,,,,,
AIM,2010-11-01,2010-11-01,2010,IPO,,AFRICAN MINING & EXPLORATION PLC,New Company Placing,United Kingdom,1775.0,Mining,General Mining,10.0,,7.08,Singer Capital Makets Limited,5.0,-,-,,,,,,,,,,,,,,
AIM,2010-11-01,2010-11-01,2010,IPO,,PARAGON DIAMONDS LTD,New Company Placing,United Kingdom,1773.0,Mining,Diamonds & Gemstones,20.0,,21.36,ZAI Corporate Finance Limited,3.8,-,-,,,,,,,,,,,,,,
UK Main Market,2010-10-27,2010-10-01,2010,IPO,,BETFAIR GROUP PLC,New Company Placing,United Kingdom,5752.0,Travel & Leisure,Gambling,1300.0,,1390.16,,210.96,-,-,,,,,,,,,,,,,,
AIM,2010-10-18,2010-10-01,2010,IPO,,HALOSOURCE INC,New Company Placing,USA,1357.0,Chemicals,Specialty Chemicals,135.0,,101.81,Liberum Capital,31.68,-,-,,,,,,,,,,,,,,
AIM,2010-10-13,2010-10-01,2010,IPO,,INSTEM LIFE SCIENCE SYSTEMS PLC,New Company Placing,United Kingdom,9533.0,Software & Computer Services,Computer Services,175.0,,20.5,Brewin Dolphin Ltd,9.15,-,-,,,,,,,,,,,,,,
AIM,2010-10-12,2010-10-01,2010,IPO,,CAPARO ENERGY LTD,New Company Placing,United Kingdom,2757.0,Industrial Engineering,Industrial Machinery,115.0,,188.18,Strand Hanson Limited,50.18,-,-,,,,,,,,,,,,,,
AIM,2010-10-07,2010-10-01,2010,IPO,,SKIL PORTS & LOGISTICS LTD,New Company Placing,United Kingdom,2777.0,Industrial Transportation,Transportation Services,250.0,,115.28,Cenkos Securities plc,76.0,-,-,,,,,,,,,,,,,,
AIM,2010-09-30,2010-09-01,2010,IPO,CAML,CENTRAL ASIA METALS PLC,New Company Placing,United Kingdom,1777.0,Mining,Gold Mining,96.0,,85.3,KPMG Corporate Finance,38.15,-,-,0.5,0.5,0.5,0.25388047099113464,60.0,0.25388047099113464,6.347011089324951,2.538804054260254,3.808206081390381,8.885815620422363,76.16412353515625,25.388044357299805,64.14998626708984,
AIM,2010-09-17,2010-09-01,2010,IPO,,XCAP SECURITIES PLC,New Company Placing,United Kingdom,8777.0,General Financial,Investment Services,4.5,,17.45,Grant Thornton UK LLP,5.0,-,-,,,,,,,,,,,,,,
AIM,2010-09-14,2010-09-01,2010,IPO,,IENERGIZER LTD,New Company Placing,United Kingdom,2791.0,Support Services,Business Support Services,116.0,,174.01,Arden Partners,37.04,-,-,,,,,,,,,,,,,,
AIM,2010-08-20,2010-08-01,2010,IPO,,NBNK INVESTMENTS PLC,New Company Placing,United Kingdom,8355.0,Banks,Banks,100.0,,50.05,Cenkos Securities Limited,50.0,-,-,,,,,,,,,,,,,,
AIM,2010-08-19,2010-08-01,2010,IPO,,MASAWARA PLC,New Company Placing,United Kingdom,8775.0,General Financial,Specialty Finance,50.0,,49.68,Cenkos Securities Limited,15.48,-,-,,,,,,,,,,,,,,
UK Main Market,2010-08-16,2010-08-01,2010,IPO,,ABERDEEN LATIN AMERICAN INCOME FD,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,52.11,,53.21,-,-,,,,,,,,,,,,,,
UK Main Market,2010-08-10,2010-08-01,2010,IPO,,OCTOPUS SECOND AIM VCT PLC(NEW),New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,63.20209575,, -   ,,12.95,-,-,,,,,,,,,,,,,,
AIM,2010-08-03,2010-08-01,2010,IPO,,SURETRACK MONITORING PLC,New Company Placing,United Kingdom,2737.0,Electronic & Electrical Equipment,Electronic Equipment,0.6,,3.97,Merchant Securities Limited,1.42,-,-,,,,,,,,,,,,,,
UK Main Market,2010-07-29,2010-07-01,2010,IPO,,JPMORGAN GBL EMERG MKTS INC TST PLC,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,200,,200.0,-,-,,,,,,,,,,,,,,
AIM,2010-07-29,2010-07-01,2010,IPO,ARG,ARGOS RESOURCES LTD,New Company Placing,Falkland Islands,533.0,Oil & Gas Producers,Exploration & Production,31.0,,67,Evolution Securities Limited,22.0,-,-,34.0,37.0,32.933998107910156,33.25,9532158.0,33.0,30.0,43.75,42.25,26.25,15.0,7.5,2.5,
AIM,2010-07-28,2010-07-01,2010,IPO,DPP,DP POLAND PLC,New Company Placing,United Kingdom,5757.0,Travel & Leisure,Restaurants & Bars,50.0,,9.89,Seymour Pierce Limited,6.5,-,-,10.0,10.5,9.510000228881836,10.0,1222155.0,10.0,10.75,8.0,8.5,6.449999809265137,8.350000381469727,,,
UK Main Market,2010-07-26,2010-07-01,2010,IPO,OCDO,OCADO GROUP PLC,New Company Placing,United Kingdom,5337.0,Food & Drug Retailers,Food Retailers & Wholesalers,180.0,,995.73,,214.14,-,-,180.0,180.0,155.0,167.0,52348101.0,166.0,137.25,131.39999389648438,204.5,190.0,77.0,437.3999938964844,2140.0,
UK Main Market,2010-07-22,2010-07-01,2010,IPO,,GCP INFRASTRUCTURE INVESTMENTS LTD,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,40,,40.0,-,-,,,,,,,,,,,,,,
UK Main Market,2010-07-14,2010-07-01,2010,IPO,,VALLAR PLC,New Company Placing,United Kingdom,8775.0,General Financial,Specialty Finance,1000.0,,687.18,,687.18,-,-,,,,,,,,,,,,,,
AIM,2010-06-30,2010-06-01,2010,IPO,,EASYDATE PLC,New Company Placing,United Kingdom,5377.0,General Retailers,Specialized Consumer Services,60.0,,41.03,Cenkos Securities Limited,15.0,-,-,,,,,,,,,,,,,,
UK Main Market,2010-06-21,2010-06-01,2010,IPO,JUP,JUPITER FUND MANAGEMENT PLC,New Company Placing,United Kingdom,8771.0,General Financial,Asset Managers,165.0,,755.2,,253.76,-,-,175.5,190.5,175.5,108.06415557861328,28442748.0,106.64227294921875,107.49540710449219,137.49740600585938,167.7838134765625,154.78268432617188,122.7078628540039,300.21612548828125,197.47691345214844,
UK Main Market,2010-06-15,2010-06-01,2010,IPO,,POLAR CAP GBL HLTHCARE GWTH&INC TST,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,89,,89.0,-,-,,,,,,,,,,,,,,
SFM,2010-06-10,2010-06-01,2010,IPO,,NB DISTRESSED DEBT INV FD LTD,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,1.0,,133.94,,133.94,-,-,,,,,,,,,,,,,,
AIM,2010-06-10,2010-06-01,2010,IPO,,NCONDEZI COAL CO LTD,New Company Placing,British Virgin Islands,1771.0,Mining,Coal,123.0,,146.56,Liberum Capital Limited,35.62,-,-,,,,,,,,,,,,,,
AIM,2010-06-09,2010-06-01,2010,IPO,,NORTHWEST INVESTMENT GROUP LTD,New Company Placing,British Virgin Islands,8775.0,General Financial,Specialty Finance,25.0,,3.33,ZAI Corporate Finance Limited,3.0,-,-,,,,,,,,,,,,,,
International Main Market,2010-06-07,2010-06-01,2010,IPO,,CAPITAL DRILLING LTD,New Company Placing,Bermuda,2791.0,Support Services,Business Support Services,61.5,,82.77,,20.79,-,-,,,,,,,,,,,,,,
UK Main Market,2010-06-01,2010-06-01,2010,IPO,,PUMA HIGH INCOME PROTECTED VCT PLC,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,13.67,,13.67,-,-,,,,,,,,,,,,,,
UK Main Market,2010-05-26,2010-05-01,2010,IPO,,HARBOURVEST SENIOR LOANS EUROPE LTD,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,101.09,,101.09,-,-,,,,,,,,,,,,,,
AIM,2010-05-14,2010-05-01,2010,IPO,IKA,ILIKA PLC,New Company Placing,United Kingdom,587.0, Alternative Energy, Alternative Fuels,51.0,,18.65,Nomura Code Securities Limited,5.18,-,-,51.87670135498047,57.3114013671875,51.87670135498047,56.323299407958984,19222.0,54.84109878540039,55.829200744628906,54.84109878540039,57.80550003051758,48.91230010986328,58.29949951171875,70.65119934082031,40.90330123901367,
UK Main Market,2010-05-07,2010-05-01,2010,IPO,,ESSAR ENERGY PLC,New Company Placing,United Kingdom,533.0,Oil & Gas Producers,Exploration & Production,420.0,,5472.73,,1271.72,-,-,,,,,,,,,,,,,,
International Main Market,2010-05-06,2010-05-01,2010,IPO,,AVANGARDCO INVESTMENTS PUBLIC LTD,New Company Placing,Cyprus,3573.0,Food Producers,Farming & Fishing,15.0,,151.98,,151.98,-,-,,,,,,,,,,,,,,
UK Main Market,2010-04-30,2010-04-01,2010,IPO,,ABERFORTH GEARED INCOME TRUST PLC,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,45,,45.0,-,-,,,,,,,,,,,,,,
UK Main Market,2010-04-28,2010-04-01,2010,IPO,,BAKER STEEL RESOURCES TRUST LTD,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,30.47,,30.47,-,-,,,,,,,,,,,,,,
UK Main Market,2010-04-26,2010-04-01,2010,IPO,,JPMORGAN BRAZIL INVESTMENT TRUST,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,1.0,,46.74,,46.74,-,-,,,,,,,,,,,,,,
UK Main Market,2010-04-22,2010-04-01,2010,IPO,,ACUITY ENVIRONMENTAL VCT PLC,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,99.9,,4.86,,4.86,-,-,,,,,,,,,,,,,,
UK Main Market,2010-04-19,2010-04-01,2010,IPO,FCSS,FIDELITY CHINA SPECIAL SITUATIONS,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,460,,460.0,-,-,102.25,102.25,100.5,85.34339904785156,1683514.0,84.92091369628906,81.3297348022461,84.58291625976562,105.62303161621094,93.28624725341797,67.00953674316406,142.78126525878906,208.9644775390625,
AIM,2010-04-12,2010-04-01,2010,IPO,,SQUARESTONE BRASIL LTD,New Company Placing,United Kingdom,8733.0,Real Estate,Real Estate Holding & Development,100.0,,39.5,Liberum Capital Limited,28.26,-,-,,,,,,,,,,,,,,
AIM,2010-04-09,2010-04-01,2010,IPO,,Q RESOURCES PLC,New Company Placing,United Kingdom,8775.0,General Financial,Specialty Finance,6.0,,3.28,Fairfax I.S. Limited,3.28,-,-,,,,,,,,,,,,,,
UK Main Market,2010-04-08,2010-04-01,2010,IPO,,INVESTEC STRUCTURED PRD CAL VCT PLC,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,3.1,,3.1,-,-,,,,,,,,,,,,,,
AIM,2010-04-01,2010-04-01,2010,IPO,,BELLZONE MINING PLC,New Company Placing,United Kingdom,1757.0,Industrial Metals,Steel,35.0,,184.49,Canaccord Adams Limited,33.6,-,-,,,,,,,,,,,,,,
AIM,2010-04-01,2010-04-01,2010,IPO,,METMINCO LIMITED,New Company Placing,Australia,1775.0,Mining,General Mining,9.0,,44.35,Daniel Stewart & Company plc,9.34,-,-,,,,,,,,,,,,,,
UK Main Market,2010-04-01,2010-04-01,2010,IPO,,TP70 2010 VCT PLC,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,1.04,,1.04,-,-,,,,,,,,,,,,,,
SFM,2010-03-30,2010-03-01,2010,IPO,,DAMILLE INVESTMENTS LTD,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,1.0,,32.5,,32.5,-,-,,,,,,,,,,,,,,
AIM,2010-03-29,2010-03-01,2010,IPO,EMIS,EMIS GROUP PLC,New Company Placing,United Kingdom,9533.0,Software & Computer Services,Computer Services,300.0,,137.08,Evolution Securities Limited,50.0,-,-,320.0,330.0,309.0,240.88623046875,2157353.0,250.03834533691406,271.2716064453125,251.8689727783203,268.4632263183594,345.80438232421875,403.0612487792969,727.589599609375,951.14306640625,
UK Main Market,2010-03-24,2010-03-01,2010,IPO,,AFRICAN BARRICK GOLD LTD,New Company Placing,United Kingdom,1777.0,Mining,Gold Mining,5.75,,2324.89,,581.22,-,-,,,,,,,,,,,,,,
UK Main Market,2010-03-24,2010-03-01,2010,IPO,,PROMETHEAN WORLD PLC,New Company Placing,United Kingdom,9572.0,Technology Hardware & Equipment,Computer Hardware,2.0,,400,,185.75,-,-,,,,,,,,,,,,,,
UK Main Market,2010-03-24,2010-03-01,2010,IPO,,METRIC PROPERTY INVESTMENTS PLC,New Company Placing,United Kingdom,5379.0,General Retailers,Specialty Retailers,100.0,,175,,175.0,-,-,,,,,,,,,,,,,,
UK Main Market,2010-03-24,2010-03-01,2010,IPO,,CPP GROUP PLC,New Company Placing,United Kingdom,8536.0,Nonlife Insurance,Property & Casualty Insurance,2.35,,396.23,,150.0,-,-,,,,,,,,,,,,,,
UK Main Market,2010-03-24,2010-03-01,2010,IPO,,SUPERGROUP PLC,New Company Placing,United Kingdom,3763.0,Personal Goods,Clothing & Accessories,5.0,,395,,125.0,-,-,,,,,,,,,,,,,,
AIM,2010-03-22,2010-03-01,2010,IPO,,CSF GROUP PLC,New Company Placing,United Kingdom,9533.0,Software & Computer Services,Computer Services,55.0,,88,Cenkos Securities Limited,28.0,-,-,,,,,,,,,,,,,,
AIM,2010-03-09,2010-03-01,2010,IPO,,SHERBORNE INVESTORS(GUERNSEY) A LTD,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,105,RBS Hoare Govett Limited,105.0,-,-,,,,,,,,,,,,,,
AIM,2010-03-04,2010-03-01,2010,IPO,,DIGITAL BARRIERS LTD,New Company Placing,United Kingdom,2791.0,Support Services,Business Support Services,100.0,,24.78,Investec Bank (UK) Limited,20.0,-,-,,,,,,,,,,,,,,
AIM,2010-02-26,2010-02-01,2010,IPO,,EQUATORIAL PALM OIL PLC,New Company Placing,United Kingdom,3573.0,Food Producers,Farming & Fishing,17.5,,14.25,Shore Capital & Corporate Limi,6.55,-,-,,,,,,,,,,,,,,
AIM,2010-02-24,2010-02-01,2010,IPO,,SCOTGOLD RESOURCES LTD,New Company Placing,Australia,1777.0,Mining,Gold Mining,4.6,,5.4,Westhouse Securities LLP,0.7,-,-,,,,,,,,,,,,,,
